duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
3,udp,other,RSTO,1,28,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,295,2,0.57,0.54,0.45,0.39,0.27,0.53,0.03,177,195,0.17,0.69,0.76,0.12,0.42,0.73,0.58,0.46,nmap
4,icmp,private,RSTO,6,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,281,5,0.86,0.99,0.16,0.13,0.16,0.69,0.45,28,235,0.69,0.58,0.34,0.87,0.68,1.02,0.15,0.11,mscan
227,udp,domain,SF,8431,9522,0,0,0,30,0,1,0,0,0,0,3,0,4,0,1,0,13,1,0.07,0.06,0.01,0.01,0.76,0.2,0.42,123,108,0.44,0.55,0.59,0.97,0.06,0.09,0.01,0.01,normal
83,udp,smtp,REJ,8118,9096,0,0,0,12,0,1,0,0,0,0,2,0,3,0,0,0,8,43,0.07,0.08,0.08,0.08,0.78,0.03,0.51,80,201,0.81,0.49,0.78,0.59,0.07,0.07,0.08,0.08,normal
4,tcp,other,SF,16,26,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,63,5,0.94,1.09,0.34,0.37,0.17,0.58,0.15,15,85,0.61,0.6,0.51,0.78,1.13,0.78,0.3,0.27,satan
6,udp,private,RSTO,24,30,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,138,2,0.81,0.93,0.19,0.21,0.13,0.69,0.92,246,154,0.62,0.6,0.3,0.94,0.68,1.03,0.21,0.22,saint
112,tcp,domain,REJ,3195,3533,0,0,0,11,0,1,0,0,0,0,3,0,0,0,0,0,25,49,0.1,0.08,0.1,0.1,0.97,0.09,0.68,94,249,0.05,0.16,0.83,0.3,0.1,0.07,0.09,0.09,normal
137,udp,ftp,S0,6522,7198,0,0,0,10,0,1,0,0,0,0,1,0,3,0,1,0,50,47,0.02,0.03,0.09,0.1,0.71,0.03,0.49,188,155,0.9,0.45,0.19,0.17,0.03,0.03,0.06,0.09,normal
192,udp,ftp,REJ,5205,7981,0,0,0,19,0,1,0,0,0,0,5,0,0,0,0,0,40,41,0.04,0.04,0.02,0.03,0.74,0.28,0.03,233,56,0.42,0.05,0.81,0.11,0.03,0.05,0.03,0.02,normal
83,udp,smtp,REJ,1735,7062,0,0,0,5,0,1,0,0,0,0,2,0,2,0,1,0,38,18,0.03,0.03,0.08,0.07,0.91,0.08,0.87,177,103,0.79,0.84,0.55,0.63,0.03,0.04,0.09,0.06,normal
2,icmp,private,S0,30,39,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,1,262,3,0.68,0.55,0.29,0.28,0.26,0.8,0.12,43,205,0.35,0.53,0.94,0.35,0.51,0.88,0.21,0.26,saint
52,icmp,private,SF,889,6865,0,0,0,25,0,1,0,0,0,0,3,0,5,0,0,0,26,42,0.0,0.0,0.04,0.04,0.91,0.23,0.44,20,139,0.73,0.86,0.54,0.92,0.0,0.0,0.04,0.05,normal
8,tcp,private,RSTO,37,44,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,293,2,0.51,0.57,0.34,0.28,0.22,0.75,0.1,196,101,0.67,0.69,0.76,0.89,0.49,0.38,0.35,0.24,satan
1,udp,private,REJ,30,42,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,58,1,0.81,0.65,0.17,0.18,0.13,0.54,0.35,167,186,0.01,0.89,0.75,0.45,0.82,0.57,0.21,0.18,ipsweep
18,tcp,telnet,SF,5920,354,0,0,0,21,0,0,5,0,0,0,1,0,2,0,1,0,9,4,0.19,0.22,0.08,0.07,0.37,0.43,0.52,103,126,0.69,0.22,0.63,0.24,0.15,0.19,0.07,0.08,imap
10,icmp,eco_i,REJ,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,280,4,0.51,0.57,0.32,0.36,0.15,0.56,0.49,194,246,0.53,0.34,0.99,0.2,0.55,0.41,0.27,0.35,mscan
152,tcp,ssh,SF,1193,1255,0,0,0,12,0,1,0,0,0,0,0,0,1,0,0,0,33,49,0.09,0.09,0.0,0.01,0.76,0.3,0.02,11,160,0.06,0.24,0.72,0.37,0.12,0.11,0.0,0.0,normal
142,tcp,ssh,SF,2998,3794,0,0,0,5,1,1,5,0,1,1,6,3,8,0,0,0,4,7,0.16,0.16,0.03,0.04,0.94,0.07,0.13,230,69,0.64,0.46,0.13,0.6,0.19,0.12,0.04,0.03,perl
0,tcp,other,S0,38,40,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,1,267,5,0.99,1.04,0.29,0.26,0.24,0.71,0.74,46,226,0.06,0.88,0.04,0.16,1.05,1.16,0.25,0.23,portsweep
108,icmp,ftp,REJ,3390,3614,0,0,0,1,0,1,0,0,0,0,0,0,5,0,1,0,9,6,0.08,0.08,0.09,0.08,0.77,0.01,0.33,0,97,0.03,0.13,0.2,0.0,0.07,0.08,0.1,0.06,normal
231,udp,smtp,SF,375,2871,0,0,0,5,0,1,0,0,0,0,3,0,5,0,0,0,21,23,0.04,0.04,0.02,0.02,0.85,0.13,0.27,245,144,0.3,0.49,0.25,0.35,0.05,0.04,0.02,0.02,normal
17,icmp,domain,S0,6307,3807,0,0,0,24,0,1,0,0,0,0,3,0,3,0,1,0,50,41,0.02,0.02,0.01,0.01,0.9,0.18,0.95,48,140,0.15,0.01,0.97,0.36,0.02,0.02,0.01,0.01,normal
152,tcp,http,SF,9705,8702,0,0,0,23,0,1,0,0,0,0,5,0,1,0,1,0,36,31,0.07,0.06,0.03,0.04,0.99,0.11,0.26,95,144,0.01,0.54,0.63,0.76,0.08,0.07,0.03,0.03,normal
279,udp,smtp,SF,2539,886,0,0,0,22,0,1,0,0,0,0,5,0,2,0,0,0,4,19,0.06,0.07,0.04,0.04,0.98,0.27,0.57,207,133,0.54,0.48,0.03,0.87,0.05,0.05,0.04,0.03,normal
20,icmp,private,REJ,9072,9020,0,0,0,23,0,1,0,0,0,0,0,0,1,0,0,0,34,18,0.02,0.02,0.02,0.02,0.96,0.19,0.05,217,35,0.23,0.63,0.2,0.71,0.02,0.01,0.02,0.02,normal
2,udp,other,S0,46,85,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,1,436,330,0.83,0.7,0.16,0.15,0.85,0.07,0.69,151,233,0.93,0.68,0.47,0.89,0.86,0.71,0.2,0.14,teardrop
114,udp,smtp,S0,968,6914,0,0,0,15,0,1,0,0,0,0,5,0,5,0,1,0,46,33,0.03,0.02,0.03,0.03,0.92,0.0,0.68,197,15,0.15,0.51,0.92,0.05,0.03,0.04,0.03,0.02,normal
151,icmp,http,SF,3234,2424,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,23,44,0.08,0.07,0.04,0.04,0.89,0.19,0.64,159,198,0.69,0.83,0.26,0.7,0.06,0.1,0.03,0.03,normal
30,udp,domain,SF,4140,9163,0,0,0,2,0,1,0,0,0,0,1,0,5,0,1,0,12,47,0.01,0.01,0.07,0.07,0.92,0.19,0.14,208,247,0.32,0.72,0.41,0.37,0.01,0.01,0.07,0.07,normal
271,udp,ftp,REJ,7335,1850,0,0,0,16,0,1,0,0,0,0,4,0,0,0,1,0,6,50,0.05,0.04,0.09,0.09,0.91,0.08,0.22,233,133,0.95,0.15,0.41,0.77,0.06,0.04,0.08,0.09,normal
33,udp,private,REJ,3690,6586,0,0,0,17,0,1,0,0,0,0,1,0,5,0,0,0,20,4,0.05,0.06,0.04,0.04,0.71,0.29,0.48,164,209,0.18,0.84,0.09,0.25,0.06,0.04,0.04,0.04,normal
5,tcp,eco_i,S0,34,21,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,279,366,0.83,0.74,0.17,0.15,0.85,0.08,0.93,176,31,0.06,0.93,0.38,0.67,1.03,0.87,0.22,0.15,smurf
128,icmp,http,S0,9752,5020,0,0,0,18,0,1,0,0,0,0,1,0,2,0,1,0,49,40,0.08,0.07,0.07,0.06,0.74,0.3,0.83,69,226,0.06,0.01,0.48,0.73,0.06,0.08,0.06,0.06,normal
54,udp,private,SF,3892,2207,0,0,0,30,0,1,0,0,0,0,3,0,4,0,0,0,20,12,0.02,0.02,0.03,0.03,1.0,0.29,0.96,53,234,0.06,0.37,0.29,0.86,0.02,0.02,0.02,0.03,normal
2,tcp,other,REJ,1,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,163,1,0.82,0.91,0.29,0.3,0.06,0.55,0.75,250,62,0.47,0.52,0.42,0.18,1.02,1.05,0.32,0.22,satan
216,icmp,domain,S0,4517,6372,0,0,0,24,0,1,0,0,0,0,3,0,0,0,1,0,41,43,0.03,0.04,0.0,0.0,0.93,0.11,0.35,197,249,0.82,0.6,0.56,0.8,0.03,0.04,0.0,0.0,normal
1,icmp,other,REJ,44,98,1,2,0,29,0,0,0,0,0,0,0,0,0,0,1,0,197,160,0.85,0.83,0.19,0.21,0.82,0.01,0.32,245,104,0.9,0.57,0.66,0.84,0.73,0.89,0.2,0.14,land
107,tcp,ssh,REJ,1944,6679,0,0,0,8,0,1,0,0,0,0,0,0,3,0,1,0,5,33,0.03,0.04,0.0,0.0,0.88,0.12,0.76,163,246,0.44,0.84,0.65,0.29,0.02,0.04,0.0,0.0,normal
79,icmp,ssh,SF,5745,8053,0,0,0,9,0,1,0,0,0,0,2,0,2,0,1,0,18,3,0.08,0.1,0.05,0.05,0.9,0.03,0.76,66,161,0.54,0.18,0.25,0.66,0.07,0.08,0.05,0.04,normal
0,udp,other,S0,36,97,0,1,0,10,0,0,0,0,0,0,0,0,0,0,1,0,373,455,0.82,0.8,0.01,0.01,0.88,0.01,0.26,134,219,0.51,0.11,0.66,0.6,0.81,0.96,0.01,0.01,teardrop
54,tcp,domain,SF,923,805,0,0,0,17,0,1,0,0,0,0,5,0,3,0,1,0,40,7,0.01,0.01,0.06,0.06,0.86,0.04,0.9,143,236,0.62,0.61,0.84,0.22,0.01,0.01,0.07,0.06,normal
5,tcp,http,RSTOS0,4,28,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,366,472,0.83,0.74,0.15,0.14,0.83,0.08,0.32,254,69,0.47,0.04,0.61,0.75,0.74,0.91,0.2,0.19,teardrop
3,tcp,http,RSTOS0,78,51,0,2,0,14,0,0,0,0,0,0,0,0,0,0,1,0,494,505,0.89,0.78,0.08,0.07,0.99,0.08,0.63,107,254,0.13,0.92,0.39,0.43,0.69,0.8,0.08,0.08,pod
224,udp,domain,REJ,4021,6615,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,30,41,0.0,0.0,0.07,0.06,0.87,0.25,0.72,152,28,0.26,0.88,0.54,0.09,0.0,0.0,0.1,0.05,normal
4,tcp,eco_i,REJ,38,88,1,2,0,29,0,0,0,0,0,0,0,0,0,0,0,1,434,384,0.86,1.01,0.04,0.03,0.87,0.01,0.88,231,199,0.03,0.77,0.74,0.2,1.0,0.85,0.04,0.05,land
76,tcp,ftp_data,REJ,3889,660,0,0,0,10,0,1,0,0,0,0,4,0,2,0,0,0,12,3,0.08,0.07,0.22,0.24,0.6,0.38,0.68,3,35,0.61,0.24,0.57,0.31,0.09,0.08,0.16,0.25,multihop
5,tcp,eco_i,RSTO,100,46,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,464,259,0.97,1.14,0.06,0.06,0.84,0.06,0.76,170,72,0.58,0.71,0.87,0.73,1.18,0.97,0.05,0.05,smurf
195,icmp,ftp,SF,1665,753,0,0,0,11,0,1,0,0,0,0,5,0,5,0,1,0,3,46,0.05,0.04,0.03,0.04,0.71,0.06,0.29,43,132,0.51,0.15,0.76,0.8,0.03,0.06,0.04,0.03,normal
166,udp,smtp,REJ,3656,9971,0,0,0,21,0,1,0,0,0,0,0,0,1,0,1,0,32,18,0.02,0.01,0.1,0.11,0.7,0.11,0.79,56,136,0.76,0.96,0.83,0.84,0.01,0.02,0.12,0.12,normal
9,tcp,eco_i,S0,0,30,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,65,4,0.72,0.63,0.24,0.22,0.17,0.89,0.82,49,176,0.89,0.18,0.92,0.98,0.7,0.81,0.29,0.18,satan
140,icmp,ssh,REJ,9549,326,0,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,23,10,0.06,0.05,0.05,0.05,0.79,0.02,0.52,78,165,0.87,0.2,0.11,0.21,0.05,0.07,0.04,0.05,normal
5,udp,eco_i,S0,100,46,0,1,0,13,0,0,0,0,0,0,0,0,0,0,1,1,202,451,0.94,0.95,0.16,0.15,0.8,0.1,0.06,213,16,0.62,0.72,0.2,0.07,0.96,0.85,0.19,0.12,smurf
35,icmp,ftp,S0,5335,4312,0,0,0,25,0,1,0,0,0,0,1,0,0,0,1,0,35,7,0.06,0.07,0.08,0.06,0.76,0.29,0.17,162,15,0.08,0.81,0.44,0.6,0.06,0.05,0.07,0.09,normal
16,tcp,ssh,SF,2350,5333,0,0,0,25,0,1,0,0,0,0,5,0,2,0,0,0,3,5,0.09,0.11,0.08,0.1,0.8,0.02,0.2,113,209,0.88,0.7,0.64,0.48,0.09,0.11,0.09,0.08,normal
183,udp,domain,S0,5312,2147,0,0,0,3,0,1,0,0,0,0,0,0,5,0,0,0,31,14,0.06,0.06,0.08,0.07,0.96,0.17,0.5,81,71,0.92,0.09,0.71,0.54,0.07,0.04,0.1,0.09,normal
2,tcp,http,RSTOS0,77,52,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,1,210,350,0.8,0.71,0.05,0.05,0.97,0.07,0.04,71,233,0.64,0.24,0.24,0.61,0.98,0.97,0.04,0.06,back
161,icmp,ftp,REJ,439,6771,0,0,0,16,0,1,0,0,0,0,4,0,2,0,1,0,9,4,0.06,0.05,0.03,0.03,0.74,0.23,0.06,97,97,0.64,0.67,0.22,0.95,0.05,0.07,0.04,0.03,normal
164,tcp,domain,S0,5567,2699,0,0,0,27,0,1,0,0,0,0,3,0,2,0,0,0,36,8,0.02,0.02,0.06,0.07,0.85,0.25,0.14,192,43,0.98,0.21,0.16,0.12,0.02,0.01,0.05,0.07,normal
2,tcp,http,REJ,6,72,0,3,0,20,0,0,0,0,0,0,0,0,0,0,1,1,188,411,0.86,0.69,0.16,0.13,0.93,0.04,0.29,193,89,0.07,0.36,0.14,0.9,0.68,1.04,0.15,0.2,back
182,udp,ftp,REJ,5038,1928,0,0,0,9,0,1,0,0,0,0,3,0,2,0,1,0,43,37,0.07,0.07,0.03,0.03,0.78,0.17,0.61,153,28,0.66,0.5,0.39,0.43,0.05,0.09,0.02,0.03,normal
0,udp,eco_i,SF,0,26,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,73,9,0.52,0.51,0.44,0.49,0.27,0.56,0.19,210,100,0.37,0.8,0.16,0.26,0.45,0.67,0.4,0.55,portsweep
165,udp,ssh,REJ,8440,9510,0,0,0,30,0,1,0,0,0,0,3,0,2,0,0,0,7,21,0.08,0.09,0.06,0.05,0.89,0.18,0.93,10,254,0.74,0.15,0.11,0.0,0.06,0.1,0.06,0.05,normal
5,tcp,ftp,S0,3107,4014,0,0,0,24,0,1,0,0,0,0,0,0,2,0,0,0,12,16,0.01,0.01,0.06,0.06,0.93,0.04,0.57,112,149,0.19,0.88,0.07,0.51,0.01,0.01,0.04,0.07,normal
137,icmp,http,REJ,3462,3628,0,0,0,15,0,1,0,0,0,0,2,0,5,0,0,0,15,7,0.02,0.03,0.02,0.02,0.81,0.01,0.45,45,36,0.36,0.67,0.72,0.49,0.03,0.03,0.02,0.02,normal
272,tcp,ssh,SF,478,1631,0,0,0,16,0,1,0,0,0,0,5,0,1,0,1,0,46,25,0.09,0.1,0.05,0.06,0.76,0.29,0.27,203,108,0.67,0.28,0.73,0.29,0.09,0.08,0.05,0.06,normal
266,tcp,smtp,SF,9526,1233,0,0,0,2,0,1,0,0,0,0,0,0,4,0,1,0,45,36,0.09,0.09,0.02,0.01,0.96,0.0,0.58,95,249,0.46,0.96,0.12,0.59,0.08,0.09,0.02,0.02,normal
1,tcp,private,RSTO,31,45,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,238,5,1.0,0.88,0.13,0.15,0.03,0.92,0.8,246,171,0.99,0.87,0.53,0.29,1.02,0.83,0.16,0.15,satan
7,tcp,smtp,REJ,6047,5813,0,0,0,1,0,1,0,0,0,0,3,0,2,0,1,0,33,18,0.07,0.06,0.03,0.03,0.98,0.1,0.3,42,101,0.11,0.26,0.92,0.37,0.07,0.05,0.04,0.03,normal
143,tcp,http,REJ,2963,9470,0,0,0,14,0,1,0,0,0,0,4,0,2,0,0,0,4,16,0.05,0.05,0.02,0.02,0.8,0.05,0.77,99,230,0.03,0.65,0.93,0.6,0.04,0.04,0.02,0.02,normal
86,tcp,telnet,SF,2657,450,0,0,0,5,0,1,5,0,0,0,4,0,2,0,0,0,14,2,0.11,0.09,0.08,0.07,0.36,0.41,0.22,44,111,0.17,0.48,0.49,0.2,0.13,0.08,0.07,0.06,guess_passwd
34,tcp,smtp,S0,5155,234,0,0,0,3,5,0,4,0,0,0,7,0,3,0,1,1,13,3,0.19,0.16,0.13,0.13,0.56,0.36,0.29,129,199,0.55,0.12,0.15,0.07,0.21,0.21,0.12,0.14,guess_passwd
2,udp,other,REJ,10,42,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,206,1,0.91,0.92,0.03,0.02,0.19,0.56,0.11,51,250,0.03,0.02,0.71,0.5,1.0,1.19,0.03,0.03,saint
191,tcp,http,REJ,7634,111,0,0,0,2,0,1,0,0,0,0,0,0,5,0,1,0,9,3,0.05,0.05,0.02,0.03,0.95,0.23,0.42,161,33,0.92,0.83,0.45,0.11,0.05,0.06,0.02,0.03,normal
87,tcp,http,S0,932,414,0,0,0,21,4,1,5,0,0,0,4,0,4,0,0,0,9,9,0.1,0.09,0.16,0.14,0.57,0.42,0.27,206,149,0.85,0.22,0.42,0.99,0.12,0.09,0.13,0.15,guess_passwd
212,udp,ssh,SF,1829,5670,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,24,12,0.03,0.03,0.03,0.03,0.91,0.25,0.95,211,189,0.02,0.99,0.21,0.33,0.04,0.03,0.03,0.03,normal
248,tcp,http,S0,6067,6219,0,0,0,5,0,1,0,0,0,0,1,0,2,0,0,0,33,48,0.09,0.08,0.02,0.02,0.98,0.07,0.87,242,5,0.91,0.33,0.35,0.8,0.08,0.09,0.02,0.01,normal
206,tcp,domain,SF,1664,1117,0,0,0,4,0,1,0,0,0,0,3,0,2,0,1,0,41,17,0.0,0.0,0.05,0.06,0.99,0.22,0.31,59,87,0.07,0.73,0.94,0.47,0.0,0.0,0.07,0.04,normal
215,tcp,http,REJ,3706,7172,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,36,40,0.03,0.04,0.02,0.01,0.91,0.24,0.63,183,81,0.24,0.86,0.63,0.68,0.04,0.03,0.02,0.02,normal
3,tcp,http,RSTOS0,36,74,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,301,482,0.99,1.11,0.1,0.1,0.82,0.03,0.7,159,241,0.65,0.91,0.12,0.63,0.87,0.86,0.08,0.13,back
191,icmp,domain,REJ,3477,3329,0,0,0,16,0,1,0,0,0,0,2,0,1,0,1,0,16,22,0.05,0.05,0.04,0.05,0.83,0.23,0.02,138,231,0.46,0.15,0.61,0.45,0.05,0.05,0.04,0.06,normal
2,tcp,http,S0,87,36,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,1,231,126,0.91,0.89,0.12,0.11,0.82,0.05,0.27,186,82,0.91,0.39,0.9,0.65,1.01,1.16,0.09,0.12,neptune
166,udp,private,REJ,5270,2239,0,0,0,18,0,1,0,0,0,0,5,0,2,0,1,0,6,47,0.09,0.1,0.01,0.01,0.74,0.29,0.25,54,242,0.97,0.67,0.25,0.44,0.09,0.1,0.01,0.01,normal
192,icmp,private,SF,5451,3801,0,0,0,19,0,1,0,0,0,0,4,0,5,0,1,0,13,30,0.01,0.01,0.01,0.01,0.89,0.11,0.89,110,208,0.25,0.18,0.38,0.7,0.0,0.01,0.01,0.01,normal
298,tcp,ssh,S0,2086,3109,0,0,0,16,0,1,0,0,0,0,3,0,0,0,0,0,21,35,0.08,0.09,0.09,0.07,0.7,0.24,0.25,142,215,0.05,0.74,0.58,0.71,0.06,0.1,0.09,0.11,normal
195,udp,ftp,REJ,2540,5179,0,0,0,13,0,1,0,0,0,0,2,0,2,0,0,0,22,37,0.02,0.02,0.03,0.02,0.97,0.11,0.01,226,216,0.27,0.36,0.07,0.73,0.03,0.02,0.03,0.02,normal
242,udp,smtp,SF,3846,4973,0,0,0,27,0,1,0,0,0,0,1,0,5,0,1,0,43,8,0.09,0.07,0.02,0.02,0.91,0.09,0.19,213,191,0.48,0.23,0.6,0.38,0.1,0.07,0.01,0.02,normal
1,udp,other,RSTOS0,11,48,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,1,418,356,0.86,0.73,0.02,0.02,0.82,0.02,0.48,60,178,0.78,0.18,0.43,0.05,0.79,0.72,0.02,0.02,smurf
169,udp,ftp,SF,625,6464,0,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,1,40,0.06,0.06,0.07,0.08,0.88,0.19,0.58,109,173,0.77,0.01,0.1,0.49,0.05,0.05,0.07,0.05,normal
57,tcp,ftp,REJ,7102,5612,0,0,0,5,0,1,0,0,0,0,0,0,1,0,1,0,29,38,0.04,0.03,0.1,0.1,0.73,0.07,0.68,42,163,0.61,0.87,0.91,0.76,0.04,0.05,0.08,0.1,normal
4,icmp,http,REJ,4778,155,0,0,0,14,0,1,0,0,0,0,2,0,4,0,0,0,20,16,0.04,0.04,0.01,0.01,0.79,0.04,0.94,118,135,0.04,0.98,0.9,0.08,0.04,0.03,0.01,0.01,normal
95,udp,domain,SF,8368,2842,0,0,0,13,0,1,0,0,0,0,4,0,4,0,0,0,15,15,0.08,0.09,0.04,0.05,0.74,0.3,0.31,47,147,0.29,0.13,0.72,0.22,0.1,0.1,0.04,0.04,normal
111,icmp,private,SF,4980,8172,0,0,0,2,0,1,0,0,0,0,1,0,3,0,1,0,20,26,0.09,0.09,0.05,0.04,0.98,0.29,0.47,106,179,0.71,0.74,0.45,0.85,0.09,0.11,0.07,0.07,normal
259,icmp,ftp,SF,7553,8438,0,0,0,7,0,1,0,0,0,0,3,0,4,0,1,0,27,31,0.06,0.07,0.08,0.09,0.88,0.27,0.59,168,251,0.19,0.13,0.21,0.32,0.05,0.05,0.1,0.06,normal
6,icmp,other,SF,15,34,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,267,10,0.86,0.76,0.11,0.11,0.02,0.76,0.67,68,142,0.61,0.49,0.8,0.04,0.75,0.85,0.09,0.14,nmap
0,tcp,telnet,REJ,210,959,0,0,0,3,4,1,5,0,0,0,6,0,2,0,0,0,3,7,0.08,0.08,0.01,0.01,0.41,0.27,0.44,18,141,0.24,0.91,0.59,0.11,0.09,0.06,0.01,0.01,guess_passwd
0,udp,smtp,S0,4757,1094,0,0,0,21,0,1,0,0,0,0,5,0,2,0,0,0,34,21,0.08,0.07,0.01,0.01,0.97,0.23,0.61,188,253,0.74,0.91,0.39,0.83,0.06,0.06,0.01,0.01,normal
3,tcp,eco_i,S0,38,8,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,0,279,9,0.82,0.75,0.39,0.42,0.06,0.85,0.83,85,219,0.17,0.27,0.44,0.9,0.95,0.69,0.29,0.35,saint
86,tcp,http,REJ,3363,5,0,0,0,28,0,1,4,0,0,0,0,0,0,0,0,0,18,8,0.21,0.22,0.2,0.19,0.65,0.27,0.98,147,4,0.43,0.27,0.87,0.96,0.27,0.2,0.25,0.19,spy
18,tcp,http,REJ,8279,937,0,0,0,9,0,1,5,0,0,0,5,0,6,0,1,0,11,4,0.05,0.04,0.03,0.04,0.35,0.39,0.0,37,188,0.62,0.22,0.56,0.25,0.03,0.03,0.03,0.04,spy
158,tcp,ssh,S0,4974,6103,0,0,0,18,0,1,0,0,0,0,3,0,3,0,1,0,25,28,0.02,0.02,0.06,0.07,0.95,0.2,0.29,138,9,0.92,0.96,0.84,0.3,0.02,0.02,0.05,0.04,normal
5,tcp,http,S0,17,67,0,1,0,9,0,0,0,0,0,0,0,0,0,0,1,1,504,242,0.92,1.01,0.13,0.15,0.98,0.03,0.48,87,72,0.87,0.02,0.71,0.97,1.02,0.79,0.17,0.09,smurf
168,udp,domain,REJ,7974,7817,0,0,0,9,0,1,0,0,0,0,4,0,3,0,1,0,39,4,0.02,0.02,0.1,0.1,0.83,0.08,0.84,58,206,0.58,0.83,0.52,0.8,0.03,0.02,0.1,0.11,normal
37,tcp,smtp,S0,7185,990,0,0,0,12,0,0,2,0,0,0,2,0,10,0,0,1,7,6,0.14,0.15,0.04,0.04,0.66,0.26,0.29,35,160,0.46,0.53,1.0,0.04,0.16,0.13,0.04,0.03,ftp_write
190,udp,smtp,S0,9390,8913,0,0,0,5,0,1,0,0,0,0,5,0,1,0,1,0,18,33,0.08,0.09,0.07,0.08,0.74,0.0,0.44,196,34,0.48,0.72,0.76,0.8,0.09,0.1,0.07,0.05,normal
5,tcp,eco_i,RSTOS0,29,20,0,1,0,28,0,0,0,0,0,0,0,0,0,0,1,1,174,194,0.85,0.73,0.03,0.03,0.98,0.01,0.73,105,85,0.06,0.9,0.57,0.63,0.66,0.67,0.02,0.02,back
5,tcp,other,S0,90,66,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,494,269,0.88,0.75,0.14,0.17,0.83,0.05,0.21,148,149,0.48,0.44,0.27,0.47,0.73,0.93,0.16,0.15,neptune
226,tcp,http,REJ,3529,2611,0,0,0,20,0,1,0,0,0,0,4,0,2,0,1,0,32,17,0.0,0.0,0.09,0.08,0.76,0.04,0.09,56,184,0.87,0.45,0.43,0.68,0.0,0.0,0.12,0.09,normal
49,icmp,ssh,S0,5631,9227,0,0,0,13,0,1,0,0,0,0,1,0,4,0,0,0,9,6,0.06,0.06,0.01,0.01,0.73,0.12,0.55,154,4,0.63,0.22,0.06,0.14,0.05,0.05,0.01,0.01,normal
229,tcp,http,REJ,5366,6831,0,0,0,5,0,1,0,0,0,0,0,0,4,0,0,0,2,1,0.06,0.07,0.07,0.07,0.99,0.25,0.81,212,237,0.8,0.45,0.89,0.91,0.05,0.07,0.05,0.05,normal
1,icmp,http,REJ,17,20,1,1,0,23,0,0,0,0,0,0,0,0,0,0,1,1,441,181,0.85,0.75,0.14,0.14,0.84,0.07,0.85,204,19,0.79,0.39,0.7,0.88,1.03,0.64,0.13,0.18,land
160,icmp,ssh,SF,2797,3767,0,0,0,13,0,1,0,0,0,0,1,0,4,0,0,0,40,41,0.05,0.05,0.03,0.03,0.98,0.25,0.7,234,97,0.58,0.08,0.35,0.1,0.05,0.06,0.02,0.03,normal
52,tcp,ftp_data,SF,5693,588,0,0,0,17,5,0,0,0,0,0,9,0,2,0,0,1,18,6,0.22,0.2,0.02,0.02,0.45,0.48,0.28,169,4,0.7,0.32,0.97,0.72,0.24,0.28,0.01,0.02,guess_passwd
269,udp,http,REJ,5189,7371,0,0,0,22,0,1,0,0,0,0,2,0,3,0,1,0,43,30,0.08,0.09,0.06,0.06,0.97,0.2,0.17,221,102,0.77,0.62,0.56,0.41,0.06,0.06,0.06,0.06,normal
